author,title,site_url,text_polarity,title_polarity,bias
Barracuda Brigade,['muslims busted they stole millions in govt benefits'],100percentfedup.com,0.028599999999999997,0.3818,1
reasoning with facts,['re why did attorney general loretta lynch plead the fifth'],100percentfedup.com,-0.1673625,0.0,1
Barracuda Brigade,['breaking weiner cooperating with fbi on hillary email investigation'],100percentfedup.com,0.2735777777777778,0.0,1
Fed Up,['pin drop speech by father of daughter kidnapped and killed by isis i have voted for donald j. trump  100percentfedup.com'],100percentfedup.com,0.20773333333333333,-0.765,1
Fed Up,['fantastic trumps 7 point plan to reform healthcare begins with a bombshell  100percentfedup.com'],100percentfedup.com,0.07583999999999999,0.5574,1
Barracuda Brigade,['hillary goes absolutely berserk on protester at rally video'],100percentfedup.com,-0.4736000000000001,0.0,1
Fed Up,['breaking nypd ready to make arrests in weiner casehillary visited pedophile island at least 6 timesmoney laundering underage sex payforplayproof of inappropriate handling classified information  100percentfedup.com'],100percentfedup.com,-0.02477837837837839,-0.1027,1
Fed Up,['wow whistleblower tells chilling story of massive voter fraud trump campaign readies lawsuit against fl sec of elections in critical district video  100percentfedup.com'],100percentfedup.com,-0.3062357142857143,-0.5106,1
Fed Up,['breaking clinton cleared...was this a coordinated last minute trick to energize hillarys base  100percentfedup.com'],100percentfedup.com,0.09770000000000001,0.4404,1
Fed Up,['evil hillary supporters yell fck trumpburn truck of daddy fishing with 2 yr son over of trump bumperstickers video  100percentfedup.com'],100percentfedup.com,-0.1190625,-0.3612,1
EdJenner,['yikes hillary goes off the railspulls a howard dean video'],100percentfedup.com,0.09370563380281692,0.0,1
Fed Up,['say goodbye these 23 hollywood celebs threatened to leave the u.s....lets hold them to it  100percentfedup.com'],100percentfedup.com,0.354636,-0.4939,1
EdJenner,['not kidding colleges give students safe spaces to cry over trump winthreaten students over protrump chalkings'],100percentfedup.com,-0.05546249999999999,-0.127,1
Fed Up,['boom math shows trump would have beaten obama in romneyobama election  100percentfedup.com'],100percentfedup.com,0.27102499999999996,-0.4215,1
Fed Up,['boom this is how president reagan handled protesters negotiate what is there to negotiate video  100percentfedup.com'],100percentfedup.com,0.09966666666666667,-0.2263,1
EdJenner,['trump supporter got nuts on msnbc reporter covering antitrump rioters video'],100percentfedup.com,0.27102499999999996,-0.0516,1
Fed Up,['tomi lahren has special message for celebrities who said theyd move to canada if trump won video  100percentfedup.com'],100percentfedup.com,0.0037478260869565146,0.7506,1
EdJenner,['boycottcomedianrobert deniro wanted to punch trump in the facesupports antitrump riotersnow wants americans to support his new movie video'],100percentfedup.com,0.2543818181818182,0.4019,1
EdJenner,['hes never sold an original painting until nowand this ones going in the white house'],100percentfedup.com,0.14838214285714282,-0.2411,1
EdJenner,['sorry liberalsyou can stop with the petitionshillary did not win the popular vote'],100percentfedup.com,0.4197,-0.7848,1
Fed Up,['mark cuban in the event donald wins i have no doubt the market tanksso heres what really happened video  100percentfedup.com'],100percentfedup.com,-0.8805,0.0,1
EdJenner,['trump supporter whose brutal beating by black mob was caught on video asks what happened to america video'],100percentfedup.com,-0.29173333333333334,-0.7184,1
EdJenner,['wow white liberals suggest blacks are too stupid to get idscant figure out how to use internet video'],100percentfedup.com,-0.07375333333333332,0.1027,1
EdJenner,['lol british wife of lib actor who said there will never be a president donald trumpwarns americans about presidentelect trump video'],100percentfedup.com,0.2394666666666667,0.4215,1
EdJenner,['epic tucker carlson demolishes nyc councilman over sanctuary cities video'],100percentfedup.com,0.0,0.0,1
EdJenner,['funny snls solution to democrat election denial safe space for everyone video'],100percentfedup.com,-0.1935136363636364,0.7964,1
EdJenner,['donald trump calls meeting with pressdresses down real fake news networks everyone at cnn is a liar and you should be ashamed'],100percentfedup.com,0.08294999999999998,-0.8591,1
Fed Up,['oops crybaby hamilton stars who lectured pence havent voted in years video  100percentfedup.com'],100percentfedup.com,-0.32649999999999996,0.0,1
EdJenner,['white trumpbashing lib reprimanded on live cnn interview for using nword video'],100percentfedup.com,0.6392,0.0,1
Barracuda Brigade,['boom kellyanne conway shuts down cnns cuomo'],100percentfedup.com,-0.30262,0.0,1
Barracuda Brigade,['sharia in america how minneapolis muslims are still being recruited by terrorists'],100percentfedup.com,0.057433333333333336,-0.6249,1
EdJenner,['sheriff clarke on obamas final days obamas like a tenant whos been evicted from a property and hes gonna trash the place on the way out the door video'],100percentfedup.com,-0.125,0.3612,1
EdJenner,['antitrump crowd chants whats better than 11 dead cops 12 dead copsthree police officers ambushed the same weekend video'],100percentfedup.com,0.0,-0.7717,1
EdJenner,['polls tighten trump gains 2.7 percent in poll average in two weeks'],dailywire.com,0.0,0.34,1
EdJenner,['will michelle obama run for office heres president obamas answer.'],dailywire.com,0.4767,0.0,1
EdJenner,['artificial intelligence system predicts trump victory'],dailywire.com,-0.4215,0.4767,1
EdJenner,['hillary clinton responds to new fbi investigation'],dailywire.com,-0.5476,0.0,1
EdJenner,['8 things you need to know about the dakota access pipeline protests'],dailywire.com,-0.0019666666666666535,-0.2263,1
EdJenner,['holding hillary accountable'],dailywire.com,-0.1909,0.0,1
EdJenner,['texas am student arrested after crashing into squad car while taking nude selfie'],dailywire.com,0.902,-0.4767,1
EdJenner,['supreme court will decide whether boys must pee next to girls'],dailywire.com,-0.296,0.5574,1
EdJenner,['hillarys climactic trumpputin oppo dump an epic fail'],dailywire.com,0.0,-0.7269,1
EdJenner,['new york times tries to compare comey to hoover. here are 4 reasons thats idiotic'],dailywire.com,0.1027,-0.5574,1
EdJenner,['4 things you need to know about corrupt dnc head donna brazile'],dailywire.com,0.6597,0.0,1
EdJenner,['michael moore forget what i said before. trump supporters are racists and rednecks.'],dailywire.com,0.2924,-0.3612,1
EdJenner,['hillary implodes trump took everything...paid nothing to support us'],dailywire.com,-0.6249,-0.3089,1
EdJenner,['nyt on trumps rise whiteness... is more than just skin color'],dailywire.com,0.0,0.0,1
EdJenner,['somebody kept driving over this trump supporters sign. the trump supporter got revenge. its awesome.'],dailywire.com,0.2202,0.6908,1
EdJenner,['report new york times profit plummets'],dailywire.com,0.3476,0.4404,1
EdJenner,['report fbi didnt ask hillary aides to hand over devices while hillary was secretary of state'],dailywire.com,0.0,0.4939,1
EdJenner,['baier indictment likely in fbi investigation of clinton foundation'],dailywire.com,-0.09870000000000001,0.0,1
EdJenner,['obama talks about himself 207 times in speeches supposedly about hillary'],dailywire.com,0.2732,0.0,1
EdJenner,['obama tells black voters trump would tolerate kkk support in office'],dailywire.com,-0.2202,0.4019,1
EdJenner,['powerful docudrama the hidden rebellion exposes christian persecution under french revolution'],dailywire.com,0.0,0.2023,1
EdJenner,['clinton emails use arab female agitators to shame israel'],dailywire.com,0.0,-0.7351,1
EdJenner,['covergirls new face a 17yearold male'],dailywire.com,0.0,0.0,1
EdJenner,['on this awful election day is there a silver lining for america'],dailywire.com,-0.1591,-0.4588,1
EdJenner,['clinton campaign harwoods audience to small not worth it'],dailywire.com,0.4588,-0.1695,1
EdJenner,['lol parody sponsorship video perfectly mocks millennials'],dailywire.com,0.2023,0.6124,1
EdJenner,['dnc head my conscience is very clear about sending cnn townhall questions to hillary'],dailywire.com,0.31845,0.4391,1
EdJenner,['the 4 biggest losers in donald trumps stunning victory'],dailywire.com,-0.50555,-0.2023,1
EdJenner,['hillary won more votes lost the election'],dailywire.com,-0.38585,0.2782,1
EdJenner,['presidentelect trump proved me wrong about this election. now i ardently pray he proves me wrong about him.'],dailywire.com,0.5719,-0.5994,1
EdJenner,['just how wrong were the pollsters the final polls vs. the final results'],dailywire.com,-0.6256,-0.4767,1
EdJenner,['watch cornell university holding cry ins to mourn trump win'],dailywire.com,-0.2023,-0.2732,1
EdJenner,['limbaugh perfectly sums up why the lefts unwilling to face why trump really won'],dailywire.com,0.0,0.8479,1
EdJenner,['nc state provides students with postelection comfort food therapy'],dailywire.com,-0.11596666666666666,0.3612,1
EdJenner,['watch ut students protest trump'],dailywire.com,0.0,-0.25,1
EdJenner,['chelsea for president'],dailywire.com,-0.02413333333333334,0.0,1
EdJenner,['bernie sanders wont rule out running in 2020'],dailywire.com,0.0516,0.0,1
EdJenner,['california cafe wants legal fees paid by muslim women who sued them'],dailywire.com,0.1366,0.128,1
EdJenner,['watch traffic reporters savage message to those who threatened to leave u.s. if trump won'],dailywire.com,-0.4023,-0.3612,1
EdJenner,['lol listen to yoko onos primal response to trump win'],dailywire.com,0.40080000000000005,0.765,1
EdJenner,['the media go insane over trump in every way. thats why we dont trust them.'],dailywire.com,-0.296,-0.6599,1
EdJenner,['the week after trumps win the reaction of liberal college students'],dailywire.com,0.4588,0.5859,1
EdJenner,['new trump cia director lets dump the iran deal'],dailywire.com,-0.5106,-0.3818,1
EdJenner,['tapper pushes conflict of interest narrative'],dailywire.com,-0.43445,0.1779,1
EdJenner,['cnn panel cant explain election outcome'],dailywire.com,0.1531,0.0,1
EdJenner,['texas officer shot dead outside police hq'],dailywire.com,0.4215,-0.6486,1
EdJenner,['democrats urge obama to pardon 750000 illegal immigrants before trump takes power'],dailywire.com,-0.34,-0.3182,1
EdJenner,['kerry we have to worry about treatment of transgender people globally'],dailywire.com,0.0,-0.4404,1
EdJenner,['kanye tour cancelled after protrump rants. update kanye hospitalized.'],dailywire.com,0.5106,-0.5106,1
EdJenner,['obama says hes had a scandalfree administration. here are 11 of his scandals.'],dailywire.com,-0.040733333333333344,-0.4939,1
EdJenner,['democrat electors try to persuade gop electors to abandon trump'],dailywire.com,-0.7034,-0.4404,1
EdJenner,['mike rowe schools hamilton cast on lecturing pence  and has a few notes for trump too'],dailywire.com,-0.6652,0.0,1
EdJenner,['7 things you need to know about the jfk assassination'],dailywire.com,-0.25115,-0.5994,1
EdJenner,['tim allen hollywood bullies trump supporters'],dailywire.com,0.0,0.4404,1
EdJenner,['trump rips press in private meeting with media honchos. is that good or bad for conservatives'],dailywire.com,0.8885,-0.1531,1
EdJenner,['donald trump jr. met with russian advocates about syria'],dailywire.com,0.0068000000000000005,0.0,1
EdJenner,['meet the people obama just gave the medal of freedom'],dailywire.com,0.14065384615384616,0.8074,1
Jason Easley,['trump throws a fit when asked why he is promoting his hotel instead of campaigning'],politicususa.com,0.13977777777777778,0.6124,1
Jason Easley,['clinton isnt letting up as she hammers trump for pimping his hotel instead of campaigning'],politicususa.com,0.006108695652173916,0.0,1
Jason Easley,['three new polls shatter the myth that the presidential election is tightening'],politicususa.com,0.23151428571428573,0.0,1
Sean Colarossi,['former gop congressman goes full trump encourages armed revolt if clinton wins'],politicususa.com,0.3484375,0.765,1
Sean Colarossi,['conservatives already plotting to block clintons scotus picks let court die out'],politicususa.com,-0.11599000000000001,-0.7783,1
Jason Easley,['the media is getting desperate and pushing a bogus trump comeback story'],politicususa.com,-0.101145,-0.3182,1
Sean Colarossi,['trump kicks africanamerican protester out of north carolina rally calls him a thug'],politicususa.com,0.02117000000000001,0.0,1
Sean Colarossi,['trump repeats bogus claim that captain khan would still be alive if he were president'],politicususa.com,-0.056332000000000014,0.3818,1
Jason Easley,['trump has gotten the republican party sued for trying to intimidate voters'],politicususa.com,0.27513030303030295,0.2263,1
Hrafnkell Haraldsson,['stung by clinton allegations trump claims he used no undocumented workers in dc hotel'],politicususa.com,0.05288235294117645,-0.296,1
Rmuse,['the media ignores the good news on climate change'],politicususa.com,-0.14947692307692312,0.2023,1
Jason Easley,['trump campaign admits they are trying to steal the election with voter suppression'],politicususa.com,-0.19105,-0.25,1
Jason Easley,['democrats may get a 2 for 1 special as trump defeat could take out paul ryan'],politicususa.com,0.14251333333333333,-0.0772,1
Sarah Jones,['with donald trump tanking a trump supporter waves her hillary in a noose doll at rally'],politicususa.com,0.21591333333333332,0.2732,1
Sarah Jones,['number of accusers grows to 12 as former miss finland accuses trump of sexual assault'],politicususa.com,0.15414285714285714,-0.7579,1
Jason Easley,['trumps campaign backfires as hillary clinton attracts millions of new voters'],politicususa.com,0.16343846153846156,0.4019,1
Jason Easley,['the dream team of hillary clinton and michelle obama fire democrats up in north carolina'],politicususa.com,0.3396727272727273,-0.1027,1
Jason Easley,['4 new polls suggest that republicans are on the cusp of a total election disaster'],politicususa.com,-0.10657058823529413,-0.6249,1
Jason Easley,['democrats are going back into florida with millions of dollars to retire marco rubio'],politicususa.com,0.18245454545454545,0.0,1
Sean Colarossi,['trump proposes canceling election calls black communities ghettos at ohio rally'],politicususa.com,0.11785999999999999,0.0,1
Jason Easley,['bernie sanders says what the media wont trump is a gutless political coward'],politicususa.com,0.11888235294117647,-0.4588,1
Hrafnkell Haraldsson,['misogynist donald trump is hemorrhaging evangelical women voters'],politicususa.com,-0.1997,0.0,1
Jason Easley,['retired 4 star general blasts trump for not supporting us troops'],politicususa.com,-0.02163571428571429,-0.3412,1
Sean Colarossi,['mike pence campaign plane slides off runway after landing at laguardia airport'],politicususa.com,0.20947272727272725,0.0,1
Sean Colarossi,['trumps new defense strategy on access hollywood tape blame the microphone'],politicususa.com,0.12325714285714286,-0.2263,1
Sean Colarossi,['trump is ahead in zero national polls while the media continues close race narrative'],politicususa.com,-0.06848181818181814,0.0,1
Hrafnkell Haraldsson,['in the first 19 days of october trump gave just 31k to his own campaign'],politicususa.com,-0.03205454545454548,0.0,1
Hrafnkell Haraldsson,['senator mark kirk mocks disabled veteran tammy duckworth for mixedrace heritage'],politicususa.com,0.04776666666666665,-0.4588,1
Jason Easley,['the banishment of trump has begun as the american people are tuning him out'],politicususa.com,-0.07113076923076922,0.0,1
Jason Easley,['billionaire donald trumps presidential campaign is flat out broke'],politicususa.com,-0.08129230769230769,-0.4215,1
Jason Easley,['moronic trump campaign thinks reopened clinton email investigation will save them'],politicususa.com,0.10065384615384615,-0.128,1
Jason Easley,['the reopening of the clinton email investigation is more gop hype over nothing'],politicususa.com,0.0927,0.0,1
Jason Easley,['hillary clinton is brilliantly forcing broke trump to spend money defending arizona'],politicususa.com,-0.1877657142857143,0.296,1
Jason Easley,['marco rubio inches closer to unemployment as poll shows florida senate race tie'],politicususa.com,-0.10193333333333333,-0.4404,1
Sarah Jones,['mike pence is fine with trump sexual assault but offended by voter suppression'],politicususa.com,-0.06521923076923078,-0.5423,1
Jason Easley,['revived clinton email scandal killed by a slew of new facts in record time'],politicususa.com,0.004694117647058842,-0.8126,1
Sarah Jones,['reality slaps donald trump in the face as u.s. economy roars back'],politicususa.com,0.04922222222222222,0.0,1
Jason Easley,['trump wrecks any hope gop had of taking advantage of clinton email investigation'],politicususa.com,-0.027500000000000007,0.5994,1
Jason Easley,['gop scandal falls apart as new emails didnt come from hillary clintons server'],politicususa.com,0.054184615384615394,-0.4404,1
Sarah Jones,['donald trump calls a black supporter a paid thug and kicks him out of his rally'],politicususa.com,0.03288749999999999,0.2732,1
Sarah Jones,['hillary clinton laughs when asked if the new emails could sink her campaign'],politicususa.com,-0.1556090909090909,0.4939,1
Jason Easley,['the real reason why the clinton email scandal is back has nothing to do with helping trump'],politicususa.com,-0.3375363636363637,-0.1779,1
Jason Easley,['doj complaint filed against fbi director james comey for interfering in presidential election'],politicususa.com,-0.29922068965517246,-0.296,1
Sarah Jones,['trump supporter jailed for trying to rig the election by committing voter fraud'],politicususa.com,-0.0012971428571428593,-0.7269,1
Sarah Jones,['fbi director james comey schooled by former doj spokesman for abusing his power'],politicususa.com,0.087603125,-0.4588,1
Headly Westerfield,['friday fox follies  megyn  murdochs money'],politicususa.com,-0.14459117647058825,0.0,1
Hrafnkell Haraldsson,['fox news calls for special prosecutor to investigate hillary clinton'],politicususa.com,0.07178000000000002,0.4019,1
Sarah Jones,['the media got suckered into buying the gops bogus clinton fbi email tale'],politicususa.com,-0.05087926829268291,-0.4588,1
Jason Easley,['comey letter backfires as email scandal revival energizes hillary clinton supporters'],politicususa.com,-0.10233750000000001,0.4767,1
Sarah Jones,['women everywhere cringe in horror watching donald trump sexually humiliate a woman for revenge'],politicususa.com,-0.14472608695652173,-0.891,1
Jason Easley,['pollster sees no early impact from comey clinton fbi email letter in swing states'],politicususa.com,-0.16211874999999998,-0.296,1
Jason Easley,['bombshell new details destroy republican hopes in fbi clinton email investigation'],politicususa.com,-0.04294186046511629,-0.1779,1
Jason Easley,['trump melts down and accuses the us postal service of stealing the election for clinton'],politicususa.com,-0.1797607142857143,-0.7269,1
Rmuse,['president obama gets real not revenge on republicans'],politicususa.com,0.12650384615384616,0.4168,1
Hrafnkell Haraldsson,['when trump attacked the khans he didnt know what a gold star family was'],politicususa.com,0.2501714285714286,-0.4588,1
Rmuse,['koch brothers helped incite the impending bloodbath among republicans'],politicususa.com,0.0011304347826086966,0.0,1
Reuters,['concert plus campaign clinton turns to celebrities in homestretch'],politicususa.com,0.1425837837837838,0.0,1
Reuters,['clinton campaign urges fbi to detail new developments in email case'],politicususa.com,0.21155384615384618,0.0,1
Reuters,['hillary clinton enjoys solid lead in early voting reutersipsos poll'],politicususa.com,-0.08399199999999998,0.5994,1
Hrafnkell Haraldsson,['david fahrenthold strikes exposing donald trumps false philanthropy'],politicususa.com,0.22016666666666668,-0.5574,1
Hrafnkell Haraldsson,['yes the religious right warns witchcraft could decide this election'],politicususa.com,-0.04170000000000002,0.3182,1
Jason Easley,['early voting is so strong for democrats that clinton could lock up nevada this week'],politicususa.com,-0.20823225806451615,0.6418,1
Jason Easley,['hillary clinton maintains swing state leads as comey email letter flops'],politicususa.com,-0.05004166666666668,-0.34,1
Robert Franek,['email pandemonium and the perpetuation of rape culture'],politicususa.com,-0.11273749999999999,-0.6908,1
