,KEYWORDS,SUMMARY,TEXT,TITLE,URL
0,"['scored', 'services', 'outfit', 'rob', 'x', 'tom', 'breakingviews', 'video', 'tim', 'momentum', 'stores', 'powerful']","The company scored an earnings beat even though its iPhone X had yet to hit stores.
Rob Cyran and Tom Buerkle discuss how growing a services business gives Tim Cook’s outfit powerful momentum.",The company scored an earnings beat even though its iPhone X had yet to hit stores. Rob Cyran and Tom Buerkle discuss how growing a services business gives Tim Cook’s outfit powerful momentum.,Breakingviews Video,https://www.reuters.com/video/breakingviews
1,"['经济成长稳健使12月升息在望', '更正焦点美联储维持利率不变']",,,（更正）焦点：美联储维持利率不变 经济成长“稳健”使12月升息在望,https://cn.reuters.com/article/usa-fed-wrapup-corrections-1101-wednesda-idCNKBS1D210V
2,['ドル米雇用統計受けた下げから戻すｎｙ市場'],,,ドル、米雇用統計受けた下げから戻す＝ＮＹ市場,https://www.reuters.com/article/forex-ny-close-1103-idJPKBN1D32HC
3,"['مزاعم', 'تقطع', 'بعد', 'جنسي', 'نتفليكس', 'سبيسي', 'سلوك', 'سوء', 'بكيفن', 'علاقتها']",,,نتفليكس تقطع علاقتها بكيفن سبيسي بعد مزاعم سوء سلوك جنسي,https://www.reuters.com/article/entertainmentNews/idARAKBN1D405G
4,"['told', 'christmas', 'market', 'truck', 'killed', 'tip', 'amri', 'shot', 'plows', 'turn', 'wounding', 'suspect', 'anis', 'berlin']","What we know -*Anis Amri - suspect of driving a truck through a Berlin market on Monday has been killed in a police shoot-out in Milan.
*Italian interior minister Marco Minniti said - ""The man killed was without a shadow of doubt Anis Amri""*Amri was stopped by police at around 0300 (0200GMT) and asked for identification.
He pulled a gun and shot one of the policemen, wounding him and was then in turn shot dead by police.
*A judicial source told Reuters that police had a tip off that Amri might be in the Milan area and that additional patrols had been sent out to look for him.","What we know -





*Anis Amri - suspect of driving a truck through a Berlin market on Monday has been killed in a police shoot-out in Milan.





*Italian interior minister Marco Minniti said - ""The man killed was without a shadow of doubt Anis Amri""





*Amri was stopped by police at around 0300 (0200GMT) and asked for identification. He pulled a gun and shot one of the policemen, wounding him and was then in turn shot dead by police.





*A judicial source told Reuters that police had a tip off that Amri might be in the Milan area and that additional patrols had been sent out to look for him.











",Truck plows into Berlin Christmas market,http://live.reuters.com/Event/Truck_plows_into_Berlin_Christmas_market_2
5,"['migrants', 'matter', 'trying', 'saying', 'libya', 'crisis', 'soundbite', 'lucky', 'say', 'video', 'english', 'migrant']","The migrant route from Libya into Europe is one of the most heavily used, but also one of the most dangerous.
(SOUNDBITE) (English) MIGRANT FROM SIERRA LEONE, BUBA, SAYING: ""Let me say it's a chance of luck.
Some migrants say they have also suffered abuse while in detention.
(SOUNDBITE) (English) MIGRANT FROM NIGERIA, AMBU, SAYING: ""So every morning they would bring us out and beat us, flog us, with diverse type of punishment for we to call for our money.
These migrants lucky to escape detention.","The migrant route from Libya into Europe is one of the most heavily used, but also one of the most dangerous. These migrants were rescued in the Mediterranean last week. They say they've been lucky to dodge increased sea and police patrols. Last month, Reuters reported that an armed group was also stopping departures from Sabratha in Libya, a key springboard for smugglers. (SOUNDBITE) (English) MIGRANT FROM SIERRA LEONE, BUBA, SAYING: ""Let me say it's a chance of luck. If you are lucky you make it. If you are unlucky they will karabouche you because there's plenty of ships."" Slang for the various forces trying to stop the boats, the karabouche are accused of jailing migrants and then asking for money in order to free them. Some migrants say they have also suffered abuse while in detention. (SOUNDBITE) (English) MIGRANT FROM NIGERIA, AMBU, SAYING: ""So every morning they would bring us out and beat us, flog us, with diverse type of punishment for we to call for our money. They gave food to call our people. While calling our people they would be beating us so we would cry so our people would hear our voice and know that, yes, we are suffering there."" Italy has led European Union efforts to stop the flow of migrants from Libya to Europe. That has seen a twenty percent drop in arrivals in Italy this year, down to just over 100,000. But many charities say the EU plan isn't working. (SOUNDBITE) (English) MSF HUMANITARIAN AFFAIRS OFFICER ONBOARD THE SHIP AQUARIUS, NOOR CORNELISSEN SAYING: ""You really have this sense of people being kicked around from one place to the next and unable to escape out of that. Doesn't matter how much ransom they are paying, doesn't matter who they are meeting along the journey. A lot of people, they perhaps leave their home country being smuggled but become trafficked along the way."" These migrants lucky to escape detention. But many of those who are sent back will just keep trying, no matter how dangerous the journey.",video Migrant Crisis,https://www.reuters.com/video/migrant-crisis
6,"['الرائعة', 'مستمرة', 'في', 'بداية', 'بالفوز', 'ساوثامبتون', 'بيرنلي']",,,بداية بيرنلي الرائعة مستمرة بالفوز في ساوثامبتون,https://www.reuters.com/article/sportsNews/idARAKBN1D40Q4
7,"['work', 'save', 'deal', 'tmobile', 'journal', 'merger', 'talks', 'deutsche', 'offer', 'softbank', 'street', 'telekom', 'wall', 'sprint']","T-Mobile US and Sprint are working to save their $74 billion merger.
The Wall Street Journal also reports that the companies could reach a deal within weeks.
Last week, Reuters reported, parent companies Deutsche Telekom and SoftBank had hit an impasse after SoftBank expressed doubts over giving up control of Sprint.
But now the Wall Street Journal says, T-Mobile has revised its offer and Sprint is considering it.
Under the previous deal structure, Deutsche Telekom would control the new company that would combine the third and fourth-biggest U.S. mobile carriers.","T-Mobile US and Sprint are working to save their $74 billion merger. The Wall Street Journal also reports that the companies could reach a deal within weeks. Last week, Reuters reported, parent companies Deutsche Telekom and SoftBank had hit an impasse after SoftBank expressed doubts over giving up control of Sprint. But now the Wall Street Journal says, T-Mobile has revised its offer and Sprint is considering it. Terms of the offer were not disclosed. A Deutsche Telekom representative declined to comment. Under the previous deal structure, Deutsche Telekom would control the new company that would combine the third and fourth-biggest U.S. mobile carriers. T-Mobile US shares traded higher on the news. Sprint stock shot up.",T-Mobile and Sprint work to save merger talks,http://www.reuters.com/video/2017/11/03/t-mobile-and-sprint-work-to-save-merger?videoId=372904210&amp;feedType=VideoRSS&amp;feedName=Business&amp;videoChannel=5
8,"['weeks', 'won', 'opposition', 'uhuru', 'boycott', 'kenyatta', 'dairy', 'safaricom', 'companies', 'brookside', 'kenya', 'election', 'supporters', 'urged', 'supreme']","NAIROBI (Reuters) - Kenya’s opposition coalition has asked supporters to boycott three big companies it says benefit from ties to the government of President Uhuru Kenyatta, who won last week’s repeat election after an opposition boycott.
Wearing hats embroidered “RESISTANCE”, and speaking against a backdrop showing a clenched fist, members of parliament gave their supporters a week’s notice to stop using products from telecoms giant Safaricom, dairy products from Brookside and Bidco cooking oils.
“We are calling for a boycott that will be painful, a boycott that will bring these companies to their knees until they stand for electoral justice,” said Nakara Lodep, Turkana central lawmaker.
President Uhuru Kenyatta won a second, five-year term with 98 percent of the vote after Odinga boycotted the contest.
Brookside Dairy is partly owned by Kenyatta’s family and partly by French dairy giant Danone.","NAIROBI (Reuters) - Kenya’s opposition coalition has asked supporters to boycott three big companies it says benefit from ties to the government of President Uhuru Kenyatta, who won last week’s repeat election after an opposition boycott.

Wearing hats embroidered “RESISTANCE”, and speaking against a backdrop showing a clenched fist, members of parliament gave their supporters a week’s notice to stop using products from telecoms giant Safaricom, dairy products from Brookside and Bidco cooking oils.

“We are calling for a boycott that will be painful, a boycott that will bring these companies to their knees until they stand for electoral justice,” said Nakara Lodep, Turkana central lawmaker.

Opposition leader Raila Odinga has called for a “National Resistance Movement” to protest the outcome of the repeat election, which was ordered by the Supreme Court after it annulled the results of an August poll over procedural irregularities.

President Uhuru Kenyatta won a second, five-year term with 98 percent of the vote after Odinga boycotted the contest. Only 39 percent of registered voters took part.

Lawmakers said Safaricom was targeted because it had helped transmit election results. Brookside Dairy is partly owned by Kenyatta’s family and partly by French dairy giant Danone.

A spokesman for Safaricom said the company had no immediate comment. Brookside and Bidco did not return messages seeking comment.

Odinga has until Monday to file a Supreme Court case seeking to overturn the election. If there are no outstanding legal proceedings, Kenyatta will be inaugurated on Nov. 14.",Kenya opposition supporters urged to boycott three companies,https://www.reuters.com/article/topNews/idAFKBN1D31L4-OZATP
9,"['السعودية', 'هدفا', 'مشروعا', 'في', 'يقول', 'طائراته', 'التحالف', 'بقيادة', 'قصفت', 'اليمن']",,,التحالف بقيادة السعودية يقول إن طائراته قصفت هدفا مشروعا في اليمن,https://www.reuters.com/article/topNews/idARAKBN1D40PS
